"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary","Search Snippet 1","Search Snippet 2",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ib50a983233c111e0852cd4369a8093f1&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Clark v. Kellogg Brown & Root L.L.C.","https://www.westlaw.com/Document/Ib50a983233c111e0852cd4369a8093f1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","February 04, 2011","414 Fed.Appx. 623","","2011 WL 386787","09-41190","MARITIME LAW - Personal Injury. Featherweight, producing standard of causation applied to seaman's Jones Act personal injury action.","...increase in relative risk of AML from benzene exposure was statistically significant at levels of exposure in the single digits of ppm...","",
"Cases","","","Dryer v. National Football League","https://www.westlaw.com/Document/I685fc5bedeb211e5a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eighth Circuit.","February 26, 2016","814 F.3d 938","","2016 WL 761178","=""14-3428""","TRADEMARKS - Name or Likeness. National Football League historical films depicting former professional football players were not misleading in violation of Lanham Act.","...argument, the appellants point to survey evidence showing that a statistically significant number of survey participants concluded upon viewing the films that...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ib6ac78b48e3911deb08de1b7506ad85b&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Seaman v. Seacor Marine L.L.C.","https://www.westlaw.com/Document/Ib6ac78b48e3911deb08de1b7506ad85b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals for the Fifth Circuit","April 30, 2009","326 Fed.Appx. 721","","2009 WL 1158799","08-30911","MARITIME LAW - Personal Injury. Expert opinion that was neither factually supported nor scientifically reliable was inadmissible in Jones Act suit.","...level of Ferox exposure. 25 Without some showing of a  statistically significant  link between Ferox and bladder cancer, Dr. Prellop's testimony does...","",
"Cases","","","Nunes v. Massachusetts Dept. of Correction","https://www.westlaw.com/Document/I374a862b3ce711e49488c8f438320c70/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, First Circuit.","September 12, 2014","766 F.3d 136","","2014 WL 4494202","=""13-2346""","Background: Prisoners with HIV brought action against the Massachusetts Department of Correction, a prison healthcare provider, and various corrections officials, challenging the decision to dispense HIV medication only in single doses at the dispensing window as violative of the Eighth Amendment, the Rehabilitation Act, and the Americans with...","...of the new policy was not large enough to be statistically significant and the eventual larger improvement may be the product of...","",
"Cases","","","In re Efthymiopoulos","https://www.westlaw.com/Document/I8e68a560959411e69981dc2250b07c82/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","October 18, 2016","839 F.3d 1375","","2016 WL 6080797","2016-1003","PATENTS - Drugs. Claims in application for patent for methods of treating or preventing influenza with particular drug by oral inhalation were invalid as obvious.","...did not disclose superior results, its findings were admittedly not statistically significant, and it dealt only with prevention of influenza , while the...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I13593d456f9211e28a21ccb9036b2470&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Silverstrand Investments v. AMAG Pharmaceuticals, Inc.","https://www.westlaw.com/Document/I13593d456f9211e28a21ccb9036b2470/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, First Circuit.","February 04, 2013","707 F.3d 95","","2013 WL 424299","=""11-2063""","SECURITIES REGULATION - Registration and Disclosure. Complaint sufficiently alleged claim that registration statement omitted uncertainties and risks required to be disclosed.","...with pharmaceutical company's product could not be material absent a statistically significant number of reports establishing a causal link between the product...","",
"Cases","","","Brennan v. Zafgen, Inc.","https://www.westlaw.com/Document/I5b8841801c0511e7bc7a881983352365/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, First Circuit.","April 07, 2017","853 F.3d 606","","2017 WL 1291194","=""16-2057""","HEALTH - Drugs. Allegations against anti-obesity drug company failed to support claim it engaged in securities fraud.","...may be material even if they d[o] not provide statistically significant evidence of a causal link. Id. at 44, 131 S.Ct...","",
"Cases","","","Waterkeeper Alliance v. Environmental Protection Agency","https://www.westlaw.com/Document/I39ab3fe01ef311e78e18865f4d27462d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, District of Columbia Circuit.","April 11, 2017","853 F.3d 527","","2017 WL 1323525","09-1104, 09-1017","ENVIRONMENTAL LAW - CERCLA. EPA's final rule creating exemption to CERCLA reporting requirements was not reasonable interpretation of statutory ambiguity.","...a) , subject to a requirement of special notification for a  statistically significant increase in the quantity above that previously reported, 42 U.S.C...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I61d0a2c6349811deb23ec12d34598277&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","In re Spirits Intern., N.V.","https://www.westlaw.com/Document/I61d0a2c6349811deb23ec12d34598277/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Federal Circuit.","April 29, 2009","563 F.3d 1347","","2009 WL 1140091","2008-1369","TRADEMARKS - Trade Names. Remand was required for correct application of materiality test in determining that mark was geographically deceptive.","...960 F.2d 294, 29798 (2d Cir.1992) a statistically significant part of the commercial audience 4 See generally Richard J...","",
"Cases","","","Kimbrough v. Secretary, DOC","https://www.westlaw.com/Document/Iefecfc9d283f11dea82ab9f4ee295c21/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Eleventh Circuit.","April 13, 2009","565 F.3d 796","","2009 WL 975168","08-11421","CRIMINAL JUSTICE - Habeas Corpus. Trial counsel was not ineffective for failing to present mental health evidence in penalty phase of trial.","...overall. Merin testified that tests performed on Kimbrough revealed a statistically significant elevation in the psychopathic deviate scale.  As to the significance...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id342ce06363911dea82ab9f4ee295c21&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Seaman v. Seacor Marine L.L.C.","https://www.westlaw.com/Document/Id342ce06363911dea82ab9f4ee295c21/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","April 30, 2009","326 Fed.Appx. 721","","2009 WL 1158799","08-30911","MARITIME LAW - Personal Injury. Expert opinion that was neither factually supported nor scientifically reliable was inadmissible in Jones Act suit.","...level of Ferox exposure. 25 Without some showing of a  statistically significant  link between Ferox and bladder cancer , Dr. Prellop's testimony does...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ica770c1ad66611dc8dba9deb08599717&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Sherman v. Westinghouse Savannah River Co.","https://www.westlaw.com/Document/Ica770c1ad66611dc8dba9deb08599717/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","February 07, 2008","263 Fed.Appx. 357","","2008 WL 344698","04-2417, 04-2420, 04-2418, 04-2414","LABOR AND EMPLOYMENT - Discrimination. That employee was forced to dress out more often than white employees was insufficient to establish prima facie case.","...third stages, relying on expert testimony that there is a statistically significant under-representation of AfricanAmerican employees succeeding at those two...","",
"Cases","","","U.S. v. Jones","https://www.westlaw.com/Document/I8400bc81da5d11e191598982704508d1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, First Circuit.","July 27, 2012","689 F.3d 12","","2012 WL 3064841","=""10-2363""","CRIMINAL JUSTICE - Experts. Court reasonably refused to admit expert testimony regarding eyewitness identification and instead only giving instructions.","...they show.  But studies are of groups of people, a statistically significant group of people generally.  They're not the people in this...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I413213c54b1e11e4b86bd602cb8781fa&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Public Employees Retirement System of Mississippi, Puerto Rico Teachers Retirement System v. Amedisys, Inc.","https://www.westlaw.com/Document/I413213c54b1e11e4b86bd602cb8781fa/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","October 02, 2014","769 F.3d 313","","2014 WL 4931411","13-30580","SECURITIES REGULATION - Fraud. Investors adequately alleged that defendants' misrepresentations or omissions proximately caused their economic loss.","...and commencement of the DOJ investigation, Amedisys stock declined a statistically significant 63.6%. According to the Complaint, Defendants made materially false...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ic12d86722b9211dfaad3d35f6227d4a8&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","In re Omnicom Group, Inc. Securities Litigation","https://www.westlaw.com/Document/Ic12d86722b9211dfaad3d35f6227d4a8/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","March 09, 2010","597 F.3d 501","","2010 WL 774311","08-0612-CV","SECURITIES REGULATION - Fraud. Investors could not establish loss causation in securities fraud case under a corrective disclosure theory.","...well into 2002. 2 However, Omnicom's stock never experienced any statistically significant drop in value at or near the time of these...","",
